headlines,clean_headlines,labels,Dominant_Topic,Topic_Prob
The upgraded factory is scheduled to come on stream in the summer of 2008 .,upgraded factory scheduled come stream summer,@neutral,1,0.90167385
The uranium found locally is naturally occurring and it makes sense to extract it in the same way as we do with our other metals . '',uranium found locally naturally occurring make sense extract way metal,@neutral,2,0.93082887
"There are companies , which are ready to invest their own funds in this deal such as Rostelecom RTS : RTKM .",company ready invest fund deal rostelecom rts rtkm,@positive,1,0.82536477
"They are responsible for their own operations , customer relationships , and the development of these .",responsible operation customer relationship development,@positive,2,0.8796541
This allows devices such as mobile phones to become a few millimetres thinner .,allows device mobile phone become millimetre thinner,@neutral,1,0.9082805
"This implementation is very important to the operator , since it is about to launch its Fixed-to-Mobile convergence service in Brazil see Brazil : 8 May 2006 : .",implementation important operator since launch fixed mobile convergence service brazil see brazil may,@positive,2,0.9458296
This is the first time Finnair has been awarded an agreement with the UK government .,first time finnair awarded agreement uk government,@positive,1,0.67592275
This organization will assume the responsibility for operations in Russia .,organization assume responsibility operation russia,@neutral,2,0.63336784
This PC application allows users to copy files and other data from their Nokia mobile device to their computer as well as create backup content .,pc application allows user copy file data nokia mobile device computer well create backup content,@positive,2,0.8735699
Three students from Universiti Sains Malaysia have won a study trip to Helsinki .,three student universiti sains malaysia study trip helsinki,@neutral,2,0.92042446
"Thus the group 's balance sheet will have about EUR 25.8 million of goodwill , the company added .",thus group balance sheet eur million goodwill company added,@neutral,2,0.65943086
"Thus the group 's balance sheet will have about EUR25 .8 m in goodwill for 2010 , the company added .",thus group balance sheet eur goodwill company added,@neutral,2,0.76867676
Timo Penttila has been appointed new manager responsible for the asset management of Nordea 's institutional customers in Finland .,timo penttila appointed new manager responsible asset management nordea institutional customer finland,@positive,2,0.94588006
"To achieve synergy targets related to the acquisition , Vaisala is consolidating its manufacturing , depot and data services , and finance activities currently located in Uniontown , Pennsylvania , St. Louis , Missouri and Durham , North Carolina .",achieve synergy target related acquisition vaisala consolidating manufacturing depot data service finance activity currently located uniontown pennsylvania st louis missouri durham north carolina,@neutral,2,0.7784031
To raise consumer awareness and encourage people to recycle their old mobile devices Nokia runs regular recycling campaigns around the world .,raise consumer awareness encourage people recycle old mobile device nokia run regular recycling campaign around world,@positive,1,0.95736897
"To see more of New Haven Register , or to subscribe to the newspaper .",see new register subscribe newspaper,@neutral,2,0.52137387
"To showcase our end-to-end capabilities at the Mobile World Congress , we arranged an internal MeeGo application development competition to entice developers to create new applications .",showcase end end capability mobile world congress arranged internal meego application development competition entice developer create new application,@positive,2,0.7501164
